x,y,label
1.0233250800231821,3.2399475240140316,0
5.622454507368453,5.195186094800238,1
6.908452512144479,6.879021481589752,1
1.3532051176854498,1.8212297717393193,0
5.732399011327241,6.185639949886109,1
3.251714924651205,2.272921579853315,0
3.263370252405913,3.5089487209684243,0
7.218499261815726,2.8300319554063194,2
5.9082108468264805,6.19494976919353,1
6.7196799003466,4.629492376727298,1
1.424124633284233,2.625458297421848,0
6.065499311509058,5.895885556505853,1
6.104592461828873,5.381592172915627,1
5.605599252272934,6.393535337205204,1
5.784474532444354,1.9471361610821467,2
0.8291880414943051,2.3082539037830694,0
2.6580359296825513,1.2644606126129574,0
7.3059290431453086,6.179273985448334,1
4.787847150241158,2.26154189901133,2
2.236896221651661,1.2929140510390935,0
4.158463068211532,3.3411498498202263,2
5.180489886932568,6.3213693776791535,1
2.489341031072694,2.1858029577288027,0
3.230429253172775,1.3473517720276493,0
1.942391902735733,2.657648127995592,0
1.3286259814218893,3.4926196089158053,0
2.6500206579153582,2.7707009033954577,0
4.6372940485158765,2.8050342473715526,2
1.4383575248981182,2.171274995304163,0
5.152629182488838,1.5168118506273436,2
5.310972638937389,2.2669296842295585,2
7.201885641676823,1.4785311137582726,2
2.7323216941616595,2.378590099658836,0
4.709827303048279,7.673909820548368,1
6.293278596877479,2.461657701744432,2
5.823224320373422,1.6735397015827589,2
2.4340480348687716,1.9404432673870662,0
6.004194959774546,0.8811459409446869,2
5.415706694626291,5.9902025817224684,1
6.866440994540222,6.597834884098609,1
5.440219593605931,2.696899762745354,2
7.013528919349298,5.985189491206088,1
2.613947783322327,2.139662250265471,0
5.427757032592026,6.4992958536417245,1
6.17316687166558,5.282196502811335,1
5.539345407484256,1.718789212766953,2
5.145903656493925,1.5260848606089046,2
5.00177345442812,5.679023622491331,1
6.516300759668118,1.3893926747659866,2
6.7632014107945615,6.660333079190424,1
5.214793079161639,7.722545966009245,1
6.431128034947727,1.5919868809162023,2
1.760794119627306,3.1628272617258535,0
6.096236505369519,2.0388173023558616,2
2.251397866076219,1.0650575699043743,0
1.2735807395830312,2.9142582516120163,0
4.8558868976314935,6.010073920625436,1
6.692604155336097,5.594445459703096,1
1.7666450001653786,1.5972194767070407,0
5.299505397292194,1.6445653919391108,2
6.569291902471112,2.216365460623871,2
4.593008410861509,1.276546699916473,2
5.433864427504975,5.769073088863889,1
3.48182254760715,2.054850379844822,0
1.8514728186689462,2.629667682993962,0
5.009747600938521,5.579395982655392,1
6.549008152299611,5.345423453413222,1
5.955561840882705,1.538486504381481,2
6.061894646118095,2.3831838605971134,2
6.171183928587378,1.739181174265727,2
2.289116484406731,1.2883884562995813,0
5.800828681216741,1.4699009928433227,2
6.249000123634829,2.6166921551095736,2
6.2247934941880265,6.76033907054884,1
6.84673958947967,2.2077780013771857,2
1.5985943651323709,2.5712003952736735,0
5.810545114607993,5.751786594725235,1
6.70531180555956,1.3151329392729063,2
5.05339318986738,2.510873967021899,2
4.8978645056343275,5.983278724828682,1
1.5853838253810821,2.3859779321945482,0
1.8242624897299904,2.5005338782120052,0
6.0592758243358205,2.0379189370531314,2
2.274894631654769,2.4175532524935184,0
4.772708663411502,1.8088415625068721,2
6.521113001044639,6.650807708800511,1
5.612612741706998,5.197976508289753,1
5.171806142064501,1.6539534497443031,2
6.323985368768764,5.829242278630522,1
6.606006168037844,1.1935309512660766,2
5.779958642278685,2.014734703351641,2
6.159247756458776,6.6978565093765425,1
5.258455622737534,6.415477211392938,1
2.2630008877277477,1.941736869874502,0
6.2458396167012875,7.08309789933233,1
5.691749122510592,5.353361371715879,1
6.650289695071168,5.9083681237979055,1
5.5757939053020475,2.2700821296601617,2
6.734289557643821,7.180284973559642,1
5.910137560247336,2.960971137731156,2
6.0558416679920155,7.751842346574138,1
6.411028760729767,5.526742888931336,1
5.878571923971533,6.2734047806217275,1
6.461245570444613,2.188491646486853,2
5.137804177656555,6.6333301551703485,1
1.189735103732461,1.9722305842358054,0
2.077662039478432,1.642788038346383,0
5.95237971515056,7.2261911304020625,1
6.943437747251061,2.079465844343381,2
6.895659929147661,2.9150032345655434,2
7.715155271460261,6.780095786734201,1
5.847729057533114,1.216989027374154,2
5.482741692605979,1.6325112803678046,2
-0.09579608327179567,2.221352639464015,0
2.410613946490685,0.7881222202513083,0
1.564493820379854,2.4694856750402163,0
5.928703968389769,3.1532548965263203,2
1.1149320207951774,2.9268764632059234,0
6.825972208440918,5.872049176029258,1
5.381739828369943,6.545562377035971,1
5.5204999816369815,3.5275333123761046,2
4.379885930673915,5.339602242565991,1
7.4123633922248775,5.4252446229980515,1
2.824799617996761,2.234457978638945,0
2.3973713224089863,0.8677034063596685,0
6.529704539616837,5.520485883644782,1
9.082185192523777,5.838245878052884,1
6.286229888278626,5.336803991262342,1
5.914375712036354,1.6099150207420052,2
6.49133336003474,0.3695003718577168,2
7.022141457518807,1.2739490703667218,2
1.519489048064956,2.079721092070113,0
2.259267175515836,2.200394280276701,0
2.7749159924263114,2.685119035458778,0
5.249739968067901,6.093861906647025,1
6.05142401527637,6.926488698800054,1
6.036457471923051,6.060643646554981,1
7.153018631252893,6.019608139407154,1
5.897665926815387,2.2707971259955313,2
6.456712408554534,5.825855037418224,1
6.411551067246999,1.3352399068711698,2
6.843041641627923,6.488296212346772,1
5.36598340925384,5.342223683546855,1
6.092539707434287,1.2179558041611591,2
2.054022563750339,3.1222354487488797,0
6.503703073538889,6.99025304957877,1
5.478719721915346,5.45827063079031,1
0.4322639008961795,1.7423507870354595,0
6.403237212414275,2.2035366746409704,2
1.6292658457500302,0.4649830277607667,0
5.477336613941031,4.874028980498756,1
2.2893088200381073,1.8036895071977037,0
4.714842943793942,2.506225492885028,2
5.235567647519659,1.6677696688793588,2
7.183955311112021,1.6178740425879066,2
4.3460463199680985,2.4238433423322263,2
5.747784604287723,7.044383045723463,1
1.6863134774942738,2.1385447406809455,0
6.543678199147741,6.502676407411424,1
6.930531001723968,7.160914886236034,1
1.63148898323217,1.0104394312975344,0
